Route,Store,Day,Total_Qty,Range,N_Products,Products
Gävle,ICA Örbyhus,Wednesday,17.0,13~18,17,Baguette/Kyckling Sweet Chili: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Sweet Chili: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Gävle,Tempo Brynäs,Wednesday,4.0,4~4,4,Baguette/Skagen: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Wraps/Kyckling Bacon: 1
Gävle,Coop Karlholm,Thursday,22.399999999999995,16~28,15,Baguette/Kyckling Curry: 0 | Baguette/Ost & Skinka: 2 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 2 | Pastasallad/Bacon & Kyckling: 0 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 2 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 0 | Wraps/Caesar Kyckling: 0 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 0 | Wraps/Sweet Chili: 1
Gävle,Coop Krysset,Thursday,14.0,10~10,10,Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Räkmacka Liten/Räkmacka liten: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | Wraps/Wrap Curry Oumph!: 1
Gävle,Coop Skutskär,Thursday,35.199999999999996,29~44,25,Baguette/Kyckling Curry: 1 | Baguette/Kyckling Sweet Chili: 0 | Baguette/Ost & Skinka: 0 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 0 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 0 | Pastasallad/Kyckling & Salladsost: 0 | Pastasallad/Kyckling mangocurry: 0 | Pastasallad/Räkor: 1 | Räkmacka Liten/Räkmacka liten: 2 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Räkor: 2 | Varmrätt/Kycklingspett med ris: 1 | Varmrätt/Tacobolognese med fullkornspasta: 1 | Varmrätt/Teriyakibiff med ris: 0 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 0
Gävle,Coop Tierp,Thursday,30.599999999999994,23~38,21,Baguette/Kyckling Curry: 1 | Baguette/Ost & Skinka: 0 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 1 | Blandstubbe/Blandstubbe: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 2 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 0 | Räkmacka Liten/Räkmacka liten: 0 | Räkstubbe/Räkstubbe: 1 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Räkor: 0 | Wraps/Caesar Kyckling: 0 | Wraps/Kyckling Bacon: 0 | Wraps/Wrap Curry Oumph!: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 0 | XL Frallor/Ost & Skinka: 2
Gävle,Coop Triangeln,Thursday,23.199999999999992,18~30,15,Baguette/Kyckling Curry: 0 | Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 0 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 2 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 2 | Sandwich/Clubsandwich: 1 | Wraps/Caesar Kyckling: 0 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | XL Frallor/Ost & Skinka: 1
Gävle,Coop Älvkarleby,Thursday,23.999999999999993,16~30,15,Baguette/Ost & Skinka: 0 | Baguette/Salami & Brieost: 0 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 2 | Hönökaka/Ost: 0 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 2 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 0 | Sandwich/Räkor: 0 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 0
Gävle,Coop Österbybruk,Thursday,21.799999999999997,18~29,16,Baguette/Salami & Brieost: 0 | Baguette/Skagen: 2 | Fralla/Ost & Skinka: 0 | Fralla/Ost: 1 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Pastasallad/Räkor: 0 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Pestoröra: 0 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 0 | Wraps/Kyckling Curry: 2
Gävle,Drottningskiosken,Thursday,75.39999999999998,65~102,21,Baguette/Kyckling Curry: 9 | Baguette/Ost & Skinka: 2 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 6 | Fralla/Ost & Skinka: 16 | Fralla/Ost: 16 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 0 | Pastasallad/Kyckling mangocurry: 1 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 0 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 2 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 0 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1
Gävle,ICA Ahlgrens Torg,Thursday,14.999999999999996,12~22,12,Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Räkor: 0 | Sandwich/Clubsandwich: 0 | Sandwich/Kyckling Pestoröra: 0 | Sandwich/Räkor: 0 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 0 | Wraps/Kyckling Curry: 0 | Wraps/Sweet Chili: 0
Gävle,ICA Alunda,Thursday,8.799999999999999,7~12,3,Blandstubbe/Blandstubbe: 4 | Räkstubbe/Räkstubbe: 3 | Stubbe/Ost & Skinkstubbe: 1
Gävle,ICA Spegeln,Thursday,103.99999999999997,85~131,32,Baguette/Kyckling Curry: 2 | Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 13 | Fralla/Ost: 9 | Grönsallad/Kyckling: 0 | Hönökaka/Ost & Salami: 6 | Hönökaka/Ost & Skinka: 9 | Hönökaka/Ost: 6 | Pastasallad/Bacon & Kyckling: 0 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 5 | Pastasallad/Kyckling kebab: 0 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 0 | Sandwich/Kyckling Pestoröra: 2 | Sandwich/Räkor: 2 | Varmrätt/Cevapcici med bulgur: 0 | Varmrätt/Kycklingspett med ris: 0 | Varmrätt/Teriyakibiff med ris: 1 | Varmrätt/Teriyakikycklingfile med basmatiris: 0 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 4 | XL Frallor/Ost & Skinka: 6 | XL Frallor/Ost: 6
Gävle,ICA Stortorget,Thursday,33.79999999999999,32~53,15,Grönsallad/Caesarsallad: 2 | Grönsallad/Kyckling: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 5 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 2 | Wraps/Caesar Kyckling: 3 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 1
Gävle,ICA Söder,Thursday,36.59999999999999,27~47,22,Baguette/Kyckling Sweet Chili: 2 | Baguette/Ost & Skinka: 2 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 2 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 2 | Grönsallad/Caesarsallad: 0 | Hönökaka/Ost & Skinka: 0 | Hönökaka/Ost: 2 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 2 | Sandwich/Räkor: 0 | Varmrätt/Teriyakibiff med ris: 1 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 2 | XL Frallor/Ost: 0
Gävle,ICA Örbyhus,Thursday,52.19999999999998,40~86,26,Baguette/Kyckling Curry: 1 | Baguette/Kyckling Sweet Chili: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 4 | Fralla/Ost & Skinka: 4 | Fralla/Ost: 2 | Grönsallad/Caesarsallad: 0 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Kyckling & Salladsost: 4 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 2 | Pastasallad/Räkor: 2 | Räkmacka Liten/Räkmacka liten: 0 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 2 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 2 | Wraps/Sweet Chili: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Gävle,Myway Torget,Thursday,6.199999999999998,6~12,6,Baguette/Skagen: 0 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 0 | Sandwich/Kyckling Curry: 0 | Wraps/Kyckling Bacon: 0 | Wraps/Kyckling Curry: 0
Gävle,Tempo Brynäs,Thursday,36.79999999999999,32~52,23,Baguette/Kyckling Curry: 1 | Baguette/Ost & Skinka: 2 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | Hönökaka/Ost & Salami: 0 | Hönökaka/Ost & Skinka: 0 | Hönökaka/Ost: 2 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 0 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 0 | Sandwich/Clubsandwich: 1 | Sandwich/Räkor: 1 | Varmrätt/Kycklingspett med ris: 1 | Varmrätt/Teriyakikycklingfile med basmatiris: 0 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | XL Frallor/Ost & Skinka: 1
Stockholm Mellan,Coop Bredden,Sunday,34.0,31~55,22,Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 5 | Fralla/Ost: 3 | Hönökaka/Ost & Skinka: 3 | Hönökaka/Ost: 2 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | Wraps/Wrap Curry Oumph!: 1
Stockholm Mellan,Coop Korpkulla,Sunday,54.0,45~79,26,Baguette/Kyckling Curry: 1 | Baguette/Kycklingsallad Olivie: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 6 | Fralla/Ost: 5 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 6 | Hönökaka/Ost: 4 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 2 | Pastasallad/Räkor: 1 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | Wraps/Wrap Curry Oumph!: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 3
Stockholm Mellan,Coop Märsta,Sunday,131.0,106~167,38,Baguette/Kyckling Curry: 3 | Baguette/Kyckling Sweet Chili: 2 | Baguette/Kycklingsallad Olivie: 1 | Baguette/Ost & Skinka: 3 | Baguette/Salami & Brieost: 3 | Baguette/Skagen: 5 | Fralla/Ost & Skinka: 9 | Fralla/Ost: 9 | Grönsallad/Caesarsallad: 3 | Grönsallad/Kyckling: 2 | Hönökaka/Ost & Salami: 3 | Hönökaka/Ost & Skinka: 3 | Hönökaka/Ost: 3 | Pastasallad/Bacon & Kyckling: 3 | Pastasallad/Falafel: 2 | Pastasallad/Kyckling & Salladsost: 6 | Pastasallad/Kyckling kebab: 2 | Pastasallad/Kyckling mangocurry: 7 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 6 | Sandwich/Bacon & Äggröra: 3 | Sandwich/Clubsandwich: 3 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 2 | Sandwich/Räkor: 3 | Sandwich/Ägg & Avocadokräm: 2 | Varmrätt/Cevapcici med bulgur: 1 | Varmrätt/Kycklingkebab med bulgur: 1 | Varmrätt/Teriyakibiff med ris: 1 | Varmrätt/Teriyakikycklingfile med basmatiris: 1 | Wraps/Caesar Kyckling: 7 | Wraps/Kyckling Bacon: 5 | Wraps/Kyckling Curry: 8 | Wraps/Kycklingsallad Olivie: 1 | Wraps/Sweet Chili: 4 | XL Frallor/Grovfralla Kalkon & Färskost: 4 | XL Frallor/Ost & Skinka: 4 | XL Frallor/Ost: 4
Stockholm Mellan,Coop Norrtull,Sunday,48.0,38~69,24,Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Fralla/Ost & Skinka: 4 | Fralla/Ost: 3 | Grönsallad/Caesarsallad: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 4 | Hönökaka/Ost & Skinka: 5 | Hönökaka/Ost: 4 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 2 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 3 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 1 | XL Frallor/Ost & Skinka: 2 | XL Frallor/Ost: 2
Stockholm Mellan,Coop Rotebro,Sunday,42.0,34~65,28,Baguette/Kyckling Curry: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Grönsallad/Caesarsallad: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 2 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Räkor: 3 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 2 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 3 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Mellan,Daniel tobak affären (enbart tisdagar),Sunday,9.0,9~16,7,Baguette/Kyckling Curry: 1 | Baguette/Ost & Skinka: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 2 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Mellan,Hemköp Scandinavia,Sunday,10.0,8~14,6,Baguette/Kyckling Curry: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Räkor: 2
Stockholm Mellan,Hemköp Ulriksdal,Sunday,38.0,28~50,21,Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 2 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 3 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 2 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 3 | Wraps/Kyckling Bacon: 3 | Wraps/Kyckling Curry: 3 | Wraps/Sweet Chili: 3 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 2 | XL Frallor/Ost: 1
Stockholm Mellan,ICA Dalastan,Sunday,30.0,27~48,21,Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 3 | Fralla/Ost: 2 | Grönsallad/Caesarsallad: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Skinka: 3 | Hönökaka/Ost: 2 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 1 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 1 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 2
Stockholm Mellan,ICA Kista,Sunday,140.0,114~174,35,Baguette/Kyckling Curry: 2 | Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 3 | Baguette/Salami & Brieost: 2 | Baguette/Skagen: 3 | Fralla/Ost & Skinka: 13 | Fralla/Ost: 8 | Glutenfri Frallor/Glutenfri Ost & Skinka(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Ost(endast söndagsbeställning): 1 | Glutenfri Frallor/Glutenfri Pumpafralla Kalkon & Färskost(endast söndagsbeställning): 1 | Grönsallad/Caesarsallad: 2 | Grönsallad/Kyckling: 3 | Hönökaka/Ost & Salami: 5 | Hönökaka/Ost & Skinka: 8 | Hönökaka/Ost: 11 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 5 | Sandwich/Clubsandwich: 4 | Sandwich/Kyckling Curry: 3 | Sandwich/Kyckling Pestoröra: 3 | Sandwich/Räkor: 4 | Sandwich/Ägg & Avocadokräm: 5 | Wraps/Caesar Kyckling: 5 | Wraps/Kyckling Bacon: 7 | Wraps/Kyckling Curry: 5 | Wraps/Kycklingsallad Olivie: 3 | Wraps/Sweet Chili: 5 | Wraps/Wrap Curry Oumph!: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 5 | XL Frallor/Ost & Skinka: 5 | XL Frallor/Ost: 4
Stockholm Mellan,ICA Lunden,Sunday,41.0,34~62,26,Baguette/Kyckling Curry: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 3 | Fralla/Ost: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling mangocurry: 4 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Kyckling Curry: 2 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 3 | Wraps/Kycklingsallad Olivie: 1 | Wraps/Sweet Chili: 2 | Wraps/Wrap Curry Oumph!: 2 | XL Frallor/Ost & Skinka: 1 | XL Frallor/Ost: 1
Stockholm Mellan,ICA Norrviken,Sunday,32.0,25~47,22,Baguette/Salami & Brieost: 1 | Fralla/Ost & Skinka: 1 | Fralla/Ost: 2 | Grönsallad/Caesarsallad: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 3 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 2 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 1 | Wraps/Sweet Chili: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost & Skinka: 1
Stockholm Mellan,ICA Nära Roslagstull,Sunday,20.0,17~30,13,Baguette/Kyckling Curry: 1 | Baguette/Skagen: 1 | Pastasallad/Bacon & Kyckling: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Ost & Skinka: 1 | Pastasallad/Räkor: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 3 | Wraps/Kyckling Curry: 3 | Wraps/Sweet Chili: 1
Stockholm Mellan,ICA RAPID,Sunday,40.0,33~62,28,Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Baguette/Skagen: 1 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Grönsallad/Caesarsallad: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 2 | Hönökaka/Ost & Skinka: 2 | Hönökaka/Ost: 1 | Pastasallad/Bacon & Kyckling: 2 | Pastasallad/Kyckling & Salladsost: 3 | Pastasallad/Kyckling kebab: 1 | Pastasallad/Kyckling mangocurry: 3 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Räkor: 1 | Sandwich/Ägg & Avocadokräm: 1 | Wraps/Caesar Kyckling: 2 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 1 | Wraps/Sweet Chili: 2 | Wraps/Wrap Curry Oumph!: 1 | XL Frallor/Grovfralla Kalkon & Färskost: 1 | XL Frallor/Ost: 1
Stockholm Mellan,ICA Sigma,Sunday,32.0,27~51,24,Baguette/Kyckling Sweet Chili: 1 | Baguette/Ost & Skinka: 1 | Baguette/Salami & Brieost: 1 | Fralla/Ost & Skinka: 2 | Fralla/Ost: 1 | Grönsallad/Kyckling: 1 | Hönökaka/Ost & Salami: 1 | Hönökaka/Ost & Skinka: 1 | Hönökaka/Ost: 2 | Pastasallad/Falafel: 1 | Pastasallad/Kyckling & Salladsost: 2 | Pastasallad/Kyckling mangocurry: 2 | Pastasallad/Ost & Skinka: 2 | Pastasallad/Räkor: 2 | Sandwich/Bacon & Äggröra: 1 | Sandwich/Clubsandwich: 1 | Sandwich/Kyckling Curry: 1 | Sandwich/Kyckling Pestoröra: 1 | Sandwich/Räkor: 1 | Wraps/Caesar Kyckling: 1 | Wraps/Kyckling Bacon: 2 | Wraps/Kyckling Curry: 1 | Wraps/Wrap Curry Oumph!: 2 | XL Frallor/Grovfralla Kalkon & Färskost: 1
Stockholm Mellan,ICA Supermarket Solna Centrum,Sunday,89.0,71~112,25,Baguette/Kyckling Curry: 2 | Baguette/Ost & Skinka: 3 | Baguette/Salami & Brieost: 5 | Baguette/Skagen: 4 | Fralla/Ost & Skinka: 3 | Fralla/Ost: 2 | Hönökaka/Ost & Salami: 3 | Hönökaka/Ost & Skinka: 4 | Hönökaka/Ost: 3 | Pastasallad/Kyckling & Salladsost: 5 | Pastasallad/Kyckling mangocurry: 5 | Pastasallad/Räkor: 3 | Sandwich/Bacon & Äggröra: 2 | Sandwich/Clubsandwich: 3 | Sandwich/Kyckling Curry: 2 | Sandwich/Kyckling Pestoröra: 2 | Sandwich/Räkor: 2 | Sandwich/Ägg & Avocadokräm: 2 | Wraps/Caesar Kyckling: 6 | Wraps/Kyckling Bacon: 5 | Wraps/Kyckling Curry: 9 | Wraps/Sweet Chili: 5 | XL Frallor/Grovfralla Kalkon & Färskost: 4 | XL Frallor/Ost & Skinka: 3 | XL Frallor/Ost: 2
